Record Type,Federal School ID,County,District,School,Latitude,Longitude,Street Address,Street City,Street State,Street Zip,Name Classification,Spanish?,Person Occupation,notes
School,06470,Modoc,Surprise Valley Joint Unified,Surprise Valley High,41.52728,-120.17939,470 Lincoln St.,Cedarville,CA,96104,place,n,,
School,06623,Modoc,Tulelake Basin Joint Unified,Tulelake High,41.948868,-121.476484,850 Main St.,Tulelake,CA,96134-0547,place,n,,
School,01325,Mono,Eastern Sierra Unified,Coleville High,38.430504,-119.451196,111591 Highway 395,Coleville,CA,96107-0064,place,n,,
School,01328,Mono,Eastern Sierra Unified,Lee Vining High,37.96125,-119.12134,51710 Highway 395,Lee Vining,CA,93541-0268,place,n,,
School,03568,Mono,Mammoth Unified,Mammoth High,37.64165,-118.9583,365 Sierra Park Rd.,Mammoth Lakes,CA,93546,place,n,,
School,00718,Monterey,Carmel Unified,Carmel High,36.55442,-121.9094,3600 Ocean Ave.,Carmel,CA,93923-8239,place,n,,
School,07183,Monterey,Gonzales Unified,Gonzales High,36.511867,-121.439714,501 Fifth St.,Gonzales,CA,93926,place,y,,
School,04146,Monterey,North Monterey County Unified,North Monterey County High,36.781117,-121.735206,13990 Castroville Blvd.,Castroville,CA,95012-9749,place,n,,
School,04530,Monterey,Pacific Grove Unified,Pacific Grove High,36.610441,-121.922825,615 Sunset Dr.,Pacific Grove,CA,93950-4827,place,n,,
School,05332,Monterey,Salinas Union High,Alisal High,36.684786,-121.598213,777 Williams Rd.,Salinas,CA,93905-1907,place,y,,
School,04694,Monterey,Salinas Union High,Everett Alvarez High,36.710422,-121.618747,1900 Independence Blvd.,Salinas,CA,93906-5300,person,y,service member,
School,05335,Monterey,Salinas Union High,North Salinas High,36.705855,-121.644527,55 Kip Dr.,Salinas,CA,93906-2908,place,n,,
School,14401,Monterey,Salinas Union High,Rancho San Juan High,36.72844,-121.629178,1100 Rogge Rd.,Salinas,CA,93906-1307,other,y,,
School,05336,Monterey,Salinas Union High,Salinas High,36.66688,-121.656346,726 South Main St.,Salinas,CA,93901-3243,place,y,,
School,08221,Monterey,South Monterey County Joint Union High,Greenfield High,36.312754,-121.240568,225 South El Camino Real,Greenfield,CA,93927-6312,place,n,,
School,02360,Monterey,South Monterey County Joint Union High,King City High,36.209374,-121.132273,720 Broadway St.,King City,CA,93930-3311,place,n,,
School,00647,Napa,Calistoga Joint Unified,Calistoga Junior/Senior High,38.584001,-122.581262,1608 Lake St.,Calistoga,CA,94515-1359,place,n,,
School,12535,Napa,Napa Valley Unified,American Canyon High,38.166264,-122.240607,3000 Newell Dr.,American Canyon,CA,94503-1279,place,n,,
School,04022,Napa,Napa Valley Unified,Napa High,38.30909,-122.295997,2475 Jefferson St.,Napa,CA,94558-4931,place,n,,
School,04037,Napa,Napa Valley Unified,Vintage High,38.334039,-122.305662,1375 Trower Ave.,Napa,CA,94558-2420,other,n,,
School,06387,Napa,Saint Helena Unified,Saint Helena High,38.497208,-122.463307,1401 Grayson Ave.,St. Helena,CA,94574-2128,place,n,,
School,08918,Nevada,Nevada Joint Union High,Bear River High,39.068278,-121.010563,11130 Magnolia Rd.,Grass Valley,CA,95949-8366,other,n,,
School,04064,Nevada,Nevada Joint Union High,Nevada Union High,39.24009,-121.05546,11761 Ridge Rd.,Grass Valley,CA,95945-5025,place,n,,
School,00169,Orange,Anaheim Union High,Anaheim High,33.833158,-117.924028,811 West Lincoln Ave.,Anaheim,CA,92805-2499,place,n,,
School,00172,Orange,Anaheim Union High,Cypress High,33.819638,-118.028387,9801 Valley View St.,Cypress,CA,90630-3994,place,n,,
School,00177,Orange,Anaheim Union High,John F. Kennedy High,33.843045,-118.037171,8281 Walker St.,La Palma,CA,90623-2126,person,n,politician,
School,00176,Orange,Anaheim Union High,Katella High,33.825391,-117.885499,2200 East Wagner Ave.,Anaheim,CA,92806-4999,other,n,,
School,00180,Orange,Anaheim Union High,Loara High,33.810553,-117.944275,1765 West Cerritos Ave.,Anaheim,CA,92804-6198,other,n,,
School,00182,Orange,Anaheim Union High,Magnolia High,33.817636,-117.971782,2450 West Ball Rd.,Anaheim,CA,92804-5298,other,n,,
School,07580,Orange,Anaheim Union High,Oxford Academy,33.823813,-118.042298,5172 Orange Ave.,Cypress,CA,90630-2921,other,n,,
School,00187,Orange,Anaheim Union High,Savanna High,33.834422,-117.967676,301 North Gilbert St.,Anaheim,CA,92801-5099,place,n,,
School,00192,Orange,Anaheim Union High,Western High,33.825663,-118.002152,501 South Western Ave.,Anaheim,CA,92804-1699,other,n,,
School,00529,Orange,Brea-Olinda Unified,Brea Olinda High,33.933219,-117.871794,789 North Wildcat Way,Brea,CA,92821-7400,place,y,,
School,02328,Orange,Capistrano Unified,Aliso Niguel High,33.561374,-117.720943,28000 Wolverine Way,Aliso Viejo,CA,92656-3385,place,y,,
School,00685,Orange,Capistrano Unified,Capistrano Valley High,33.542549,-117.673248,26301 Via Escolar,Mission Viejo,CA,92692-3999,place,y,,
School,00689,Orange,Capistrano Unified,Dana Hills High,33.478614,-117.697809,33333 Golden Lantern,Dana Point,CA,92629-1840,place,n,,
School,00701,Orange,Capistrano Unified,San Clemente High,33.43982,-117.617521,700 Avenido Pico,San Clemente,CA,92673-5681,place,y,,
School,11854,Orange,Capistrano Unified,San Juan Hills High,33.499094,-117.682862,29211 Stallion Ridge,San Juan Capistrano,CA,92675-3639,place,y,,
School,08750,Orange,Capistrano Unified,Tesoro High,33.585858,-117.613297,1 Tesoro Creek Rd.,Las Flores,CA,92688-4706,other,y,,
School,01827,Orange,Garden Grove Unified,Bolsa Grande High,33.75954,-117.963237,9401 Westminster Ave.,Garden Grove,CA,92844-2901,other,y,,
School,01844,Orange,Garden Grove Unified,Garden Grove High,33.777898,-117.935631,11271 Stanford Ave.,Garden Grove,CA,92840-5317,place,n,,
School,01854,Orange,Garden Grove Unified,La Quinta High,33.73781,-117.948156,10372 McFadden St.,Westminster,CA,92683-7098,other,y,,
School,01858,Orange,Garden Grove Unified,Los Amigos High,33.722698,-117.928503,16566 Newhope St.,Fountain Valley,CA,92708-2403,other,y,,
School,01868,Orange,Garden Grove Unified,Pacifica High,33.781043,-118.012876,6851 Lampson Ave.,Garden Grove,CA,92845-2211,other,y,,name change
School,01874,Orange,Garden Grove Unified,Rancho Alamitos High,33.796596,-117.98445,11351 Dale St.,Garden Grove,CA,92841-1598,other,y,,
School,01878,Orange,Garden Grove Unified,Santiago High,33.767064,-117.914111,12342 Trask Ave.,Garden Grove,CA,92843-2812,place,y,,
School,02226,Orange,Huntington Beach Union High,Edison High,33.655057,-117.971002,21400 Magnolia,Huntington Beach,CA,92646-6306,person,n,inventor,
School,02228,Orange,Huntington Beach Union High,Fountain Valley High,33.704386,-117.96302,17816 Bushard,Fountain Valley,CA,92708-4598,place,n,,
School,02230,Orange,Huntington Beach Union High,Huntington Beach High,33.678372,-118.00177,1905 Main St.,Huntington Beach,CA,92648-2705,place,n,,
School,02232,Orange,Huntington Beach Union High,Marina High,33.730842,-118.024101,15871 Springdale St.,Huntington Beach,CA,92649-1727,place,y,,
School,02233,Orange,Huntington Beach Union High,Ocean View High,33.714832,-118.000123,17071 Gothard St.,Huntington Beach,CA,92647-5417,other,n,,
School,02234,Orange,Huntington Beach Union High,Westminster High,33.754516,-118.007103,14325 Goldenwest St.,Westminster,CA,92683-4905,place,n,,
School,07059,Orange,Irvine Unified,Irvine High,33.701535,-117.782895,4321 Walnut Ave.,Irvine,CA,92604-2239,place,n,,
School,08251,Orange,Irvine Unified,Northwood High,33.729281,-117.751271,4515 Portola Pkwy.,Irvine,CA,92620-2200,place,n,,
School,13995,Orange,Irvine Unified,Portola High,33.683947,-117.794694,1001 Cadence,Irvine,CA,92618-0833,person,y,politician,
School,07067,Orange,Irvine Unified,University High,33.65065,-117.822125,4771 Campus Dr.,Irvine,CA,92612-3298,other,n,,name change
School,07376,Orange,Irvine Unified,Woodbridge High,33.67788,-117.805729,2 Meadowbrook,Irvine,CA,92604-4726,place,n,,
School,02454,Orange,Laguna Beach Unified,Laguna Beach High,33.542036,-117.777952,625 Park Ave.,Laguna Beach,CA,92651-2340,place,y,,
School,07304,Orange,Los Alamitos Unified,Los Alamitos High,33.810366,-118.068686,3591 Cerritos Ave.,Los Alamitos,CA,90720-2414,place,y,,
School,04109,Orange,Newport-Mesa Unified,Corona del Mar High,33.635472,-117.876231,2101 Eastbluff Dr.,Newport Beach,CA,92660-4530,other,y,,
School,04110,Orange,Newport-Mesa Unified,Costa Mesa High,33.670975,-117.907644,2650 Fairview Rd.,Costa Mesa,CA,92626-5537,place,y,,
School,04114,Orange,Newport-Mesa Unified,Estancia High,33.659962,-117.933775,2323 Placentia Ave.,Costa Mesa,CA,92627-3305,other,y,,
School,04124,Orange,Newport-Mesa Unified,Newport Harbor High,33.623857,-117.913214,600 Irvine Ave.,Newport Beach,CA,92663-5412,place,n,,
School,04421,Orange,Orange Unified,Canyon High,33.847914,-117.790001,220 South Imperial Hwy.,Anaheim,CA,92807-3945,place,n,,
School,04425,Orange,Orange Unified,El Modena High,33.791417,-117.812514,3920 Spring St.,Orange,CA,92869-3599,place,n,,
School,04441,Orange,Orange Unified,Orange High,33.796223,-117.848726,525 North Shaffer St.,Orange,CA,92867-6824,place,n,,
School,04456,Orange,Orange Unified,Villa Park High,33.817759,-117.817776,18042 Taft Ave.,Villa Park,CA,92861-4148,place,y,,
School,09633,Orange,Santa Ana Unified,Century High,33.730209,-117.850366,1401 South Grand Ave.,Santa Ana,CA,92705-4408,other,n,,
School,12133,Orange,Santa Ana Unified,Hector G. Godinez,33.723465,-117.907827,3002 Centennial Rd.,Santa Ana,CA,92704-3904,person,y,activist,
School,06004,Orange,Santa Ana Unified,Saddleback High,33.709117,-117.876776,2801 South Flower,Santa Ana,CA,92707-3935,other,n,,
School,06005,Orange,Santa Ana Unified,Santa Ana High,33.744416,-117.87467,520 West Walnut,Santa Ana,CA,92701-5559,place,y,,
School,10990,Orange,Santa Ana Unified,Segerstrom High,33.700102,-117.898282,2301 West MacArthur Blvd.,Santa Ana,CA,92704-7168,person,n,landowner,
School,06011,Orange,Santa Ana Unified,Valley High,33.723716,-117.901302,1801 South Greenville St.,Santa Ana,CA,92704-4005,place,n,,
School,06638,Orange,Tustin Unified,Foothill High,33.765927,-117.799292,19251 Dodge Ave.,Santa Ana,CA,92705-2236,place,n,,
School,06647,Orange,Tustin Unified,Tustin High,33.735057,-117.816581,1171 El Camino Real,Tustin,CA,92780-4660,place,n,,
School,04781,Placer,Placer Union High,Colfax High,39.10882,-120.963749,24995 Ben Taylor Rd.,Colfax,CA,95713-9556,place,n,,
School,04782,Placer,Placer Union High,Del Oro High,38.831601,-121.18491,3301 Taylor Rd.,Loomis,CA,95650-9502,other,y,,
School,11002,Placer,Placer Union High,Foresthill High,39.015679,-120.83625,23319 Foresthill Rd.,Foresthill,CA,95631-9229,place,n,,
School,04784,Placer,Placer Union High,Placer High,38.895954,-121.070515,275 Orange St.,Auburn,CA,95603-5115,place,n,,
School,02405,Placer,Rocklin Unified,Rocklin High,38.814645,-121.253863,5301 Victory Ln.,Rocklin,CA,95765-4988,place,n,,
School,11010,Placer,Rocklin Unified,Whitney High,38.834335,-121.289001,701 Wildcat Blvd.,Rocklin,CA,95765-5469,person,n,founder,
School,12310,Placer,Roseville Joint Union High,Antelope High,38.710728,-121.355972,7801 Titan Dr.,Antelope,CA,95843-6037,place,n,,
School,05191,Placer,Roseville Joint Union High,Roseville High,38.756363,-121.276843,1 Tiger Way,Roseville,CA,95678-1706,place,n,,
School,14463,Placer,Roseville Joint Union High,West Park High,38.752124,-121.288006,2401 Panther Pl.,Roseville,CA,95747,place,n,,
School,03513,Placer,Roseville Joint Union High,Woodcreek High,38.761015,-121.332507,2551 Woodcreek Oaks Blvd.,Roseville,CA,95747-6074,place,n,,
School,06514,Placer,Tahoe-Truckee Unified,North Tahoe High,39.195041,-120.120499,2945 Polaris Rd.,Tahoe City,CA,96145-5099,place,n,,
School,06520,Placer,Tahoe-Truckee Unified,Tahoe Truckee High,39.324789,-120.216211,11725 Donner Pass Rd.,Truckee,CA,96161-4954,place,n,,
School,06897,Placer,Western Placer Unified,Lincoln High,38.895689,-121.296687,790 J St.,Lincoln,CA,95648-1614,place,n,,
School,14561,Placer,Western Placer Unified,Twelve Bridges High,38.849272,-121.287597,2360 Fieldstone Dr.,Lincoln,CA,95648,other,n,,
School,13184,Riverside,Alvord Unified,Hillcrest High,33.890715,-117.484724,11800 Indiana Ave.,Riverside,CA,92503-5172,place,n,,
School,00134,Riverside,Alvord Unified,La Sierra High,33.91182,-117.482892,4145 La Sierra Ave.,Riverside,CA,92505-2938,place,y,,
School,00137,Riverside,Alvord Unified,Norte Vista High,33.950014,-117.472697,6585 Crest Ave.,Riverside,CA,92503-1102,other,y,,
School,00347,Riverside,Banning Unified,Banning High,33.918047,-116.878172,100 West Westward,Banning,CA,92220-4922,place,n,,
School,00920,Riverside,Coachella Valley Unified,Coachella Valley High,33.642091,-116.202085,83-800 Airport Blvd.,Thermal,CA,92274-9367,place,y,,
School,11175,Riverside,Coachella Valley Unified,Desert Mirage High,33.569349,-116.161545,86150 Avenue 66,Thermal,CA,92274,other,n,,
School,07685,Riverside,Coachella Valley Unified,West Shores High,33.305383,-115.950302,2381 Shore Hawk Ave.,Salton City,CA,92275,place,n,,
School,09532,Riverside,Corona-Norco Unified,Centennial High,33.855938,-117.544736,1820 Rimpau Ave.,Corona,CA,92881-3228,other,n,,
School,01049,Riverside,Corona-Norco Unified,Corona High,33.873155,-117.58525,1150 West Tenth St.,Corona,CA,92882-3901,place,y,,
School,11709,Riverside,Corona-Norco Unified,Eleanor Roosevelt High,33.954072,-117.56779,7447 Scholar Way,Eastvale,CA,92880-9750,person,n,politician,
School,01061,Riverside,Corona-Norco Unified,Norco High,33.911862,-117.548211,2065 Temescal Ave.,Norco,CA,92860-2726,place,n,,
School,04959,Riverside,Corona-Norco Unified,Santiago High,33.833999,-117.546044,1395 Foothill Pkwy.,Corona,CA,92881-0996,place,y,,
School,03582,Riverside,Desert Sands Unified,La Quinta High,33.713506,-116.28052,79-255 Blackhawk Way,La Quinta,CA,92253-4244,place,y,,
School,08819,Riverside,Desert Sands Unified,Palm Desert High,33.733542,-116.357695,74-910 Aztec Rd.,Palm Desert,CA,92260-5639,place,n,,
School,12319,Riverside,Desert Sands Unified,Shadow Hills High,33.76487,-116.27021,39-225 Jefferson St.,Indio,CA,92201-9482,place,n,,
School,11020,Riverside,Hemet Unified,Hamilton,33.569882,-116.658624,57430 Mitchell Rd.,Anza,CA,92539-9289,person,n,politician,
School,02154,Riverside,Hemet Unified,Hemet High,33.729472,-116.932476,41701 Stetson Ave.,Hemet,CA,92544-7518,place,n,,
School,12024,Riverside,Hemet Unified,Tahquitz High,33.767301,-117.017598,4425 Titan Trail,Hemet,CA,92545-6224,other,n,,
School,09852,Riverside,Hemet Unified,West Valley High,33.719703,-117.00962,3401 Mustang Way,Hemet,CA,92545-9257,place,n,,
School,09556,Riverside,Jurupa Unified,Jurupa Valley High,34.002235,-117.515288,10551 Bellegrave Ave.,Jurupa Valley,CA,91752-1800,place,n,,
School,12095,Riverside,Jurupa Unified,Patriot High,34.007446,-117.448024,4355 Camino Real,Jurupa Valley,CA,92509-3455,other,n,,
School,02318,Riverside,Jurupa Unified,Rubidoux High,33.998584,-117.427405,4250 Opal St.,Jurupa Valley,CA,92509-7251,person,n,landowner,
School,09489,Riverside,Lake Elsinore Unified,Elsinore High,33.623318,-117.279714,21800 Canyon Dr.,Wildomar,CA,92595-9181,place,n,,
School,11036,Riverside,Lake Elsinore Unified,Lakeside High,33.668534,-117.381107,32593 Riverside Dr.,Lake Elsinore,CA,92530-7802,place,n,,
School,10280,Riverside,Lake Elsinore Unified,Temescal Canyon High,33.70298,-117.346787,28755 El Toro Rd.,Lake Elsinore,CA,92532-1912,place,y,,
School,08906,Riverside,Moreno Valley Unified,Canyon Springs High,33.961193,-117.261459,23100 Cougar Canyon Dr.,Moreno Valley,CA,92557-3801,place,n,,
School,03869,Riverside,Moreno Valley Unified,Moreno Valley High,33.924581,-117.255602,23300 Cottonwood Ave.,Moreno Valley,CA,92553-3437,place,y,,
School,09404,Riverside,Moreno Valley Unified,Valley View High,33.929944,-117.191615,13135 Nason St.,Moreno Valley,CA,92555-4504,other,n,,
School,10583,Riverside,Moreno Valley Unified,Vista del Lago High,33.900967,-117.208729,15150 Lasselle St.,Moreno Valley,CA,92551-1460,other,y,,
School,12289,Riverside,Murrieta Valley Unified,Murrieta Mesa High,33.563366,-117.201062,24801 Monroe Ave.,Murrieta,CA,92562-9018,place,y,,
School,09685,Riverside,Murrieta Valley Unified,Murrieta Valley High,33.567041,-117.22885,42200 Nighthawk Way,Murrieta,CA,92562-6235,place,y,,
School,11249,Riverside,Murrieta Valley Unified,Vista Murrieta High,33.598202,-117.173369,28251 Clinton Keith Rd.,Murrieta,CA,92563-2465,place,y,,
School,10279,Riverside,Palm Springs Unified,Cathedral City High,33.801558,-116.453095,69250 Dinah Shore Dr.,Cathedral City,CA,92234-4713,place,n,,
School,08267,Riverside,Palm Springs Unified,Desert Hot Springs High,33.961546,-116.513447,65850 Pierson Blvd.,Desert Hot Springs,CA,92240-3000,place,n,,
School,04569,Riverside,Palm Springs Unified,Palm Springs High,33.819499,-116.517964,2401 East Baristo Rd.,Palm Springs,CA,92262-7217,place,n,,
School,13149,Riverside,Palm Springs Unified,Rancho Mirage High,33.821677,-116.433301,31001 Rattler Rd.,Rancho Mirage,CA,92270-2702,place,y,,
